Metro Area,Total,Less than 5 minutes,5 to 9 minutes,10 to 14 minutes,15 to 19 minutes,20 to 24 minutes,25 to 29 minutes,30 to 34 minutes,35 to 39 minutes,40 to 44 minutes,45 to 59 minutes,60 to 89 minutes,90 or more minutes,Year
"Durham-Chapel Hill, NC Metro Area",227178,4183,20739,37036,39745,40259,16622,31626,6400,7049,14602,6391,2526,2011
"East Liverpool-Salem, OH Micro Area",41881,2047,6481,6823,4827,6129,3348,2963,1519,1404,3695,1671,974,2011
"East Stroudsburg, PA Micro Area",67878,2046,7093,6561,8221,6629,3933,7630,1741,3087,4381,5179,11377,2011
"Eau Claire, WI Metro Area",76417,3548,12338,14912,16657,11425,3704,5794,942,1236,2613,1040,2208,2011
"El Centro, CA Metro Area",56141,2755,7473,9790,10119,7677,2536,7816,264,545,1308,3213,2645,2011
"Elizabethtown, KY Metro Area",50107,1300,6489,9712,9033,7662,1918,5094,937,1522,3748,1602,1090,2011
"Elkhart-Goshen, IN Metro Area",82805,2941,10585,15322,18042,13122,4429,8826,2404,1917,3342,955,920,2011
"Elmira, NY Metro Area",38510,2090,6579,8246,6707,5552,2143,2218,324,1350,1711,992,598,2011
"El Paso, TX Metro Area",318523,6557,22800,47493,49829,67869,23566,56113,6968,9159,14875,8810,4484,2011
"Enterprise-Ozark, AL Micro Area",41292,1628,3925,7264,7347,6251,3521,6572,819,939,1943,607,476,2011
"Erie, PA Metro Area",123354,6255,18956,22366,25492,18669,6838,12261,2246,2470,4459,2192,1150,2011
"Eugene-Springfield, OR Metro Area",139139,4346,19198,29919,31209,22932,5887,11478,2240,1883,4698,3003,2346,2011
"Eureka-Arcata-Fortuna, CA Micro Area",51331,3354,9468,13865,5694,8456,2043,3777,299,1095,1539,1416,325,2011
"Evansville, IN-KY Metro Area",161924,5119,16846,27914,35629,28783,9306,18890,3355,5187,6075,3004,1816,2011
"Fairbanks, AK Metro Area",48426,1124,5920,9418,11418,9620,2953,4974,164,822,1139,354,520,2011
"Fajardo, PR Metro Area",18470,237,2112,1868,2933,3032,283,2120,313,782,2043,2115,632,2011
"Fargo, ND-MN Metro Area",116383,6065,16934,32008,26420,16799,3994,5409,1125,1935,2263,2167,1264,2011
"Farmington, MO Micro Area",23608,1223,4653,4543,4057,1724,889,1088,1027,11,1746,1491,1156,2011
"Farmington, NM Metro Area",50900,1941,5176,9375,8869,7702,2274,7593,888,1032,2470,1844,1736,2011
"Fayetteville, NC Metro Area",157006,5431,15916,22124,30222,29683,10769,20750,3147,2721,7225,4439,4579,2011
"Fayetteville-Springdale-Rogers, AR-MO Metro Area",204409,7937,28954,33145,40480,30204,14590,22639,4731,5870,9418,3846,2595,2011
"Findlay, OH Micro Area",33819,1825,6848,7822,5091,5643,1152,2851,479,314,1067,582,145,2011
"Flagstaff, AZ Metro Area",60546,3714,14965,15794,8033,5644,2830,2411,583,513,1854,2008,2197,2011
"Flint, MI Metro Area",150773,2347,15568,24171,29418,24874,8191,13392,2736,4404,10316,11292,4064,2011
"Florence, SC Metro Area",77841,2755,8925,12837,15085,13911,3323,11313,1191,704,3822,2404,1571,2011
"Florence-Muscle Shoals, AL Metro Area",58593,1537,7723,11729,9431,8546,3222,6645,260,1647,3981,2416,1456,2011
"Fond du Lac, WI Metro Area",50615,3861,9564,9549,6635,5290,3856,4183,1253,1119,2775,1548,982,2011
"Forest City, NC Micro Area",23124,1436,2375,3668,3734,4230,1230,3062,552,477,1099,602,659,2011
"Fort Collins-Loveland, CO Metro Area",142736,6301,17579,26235,29065,21430,5655,14190,2450,1921,7404,5135,5371,2011
"Fort Payne, AL Micro Area",27665,1215,4055,4479,4445,3809,1511,3180,500,1027,1794,1275,375,2011
"Fort Smith, AR-OK Metro Area",113986,5673,15741,20659,22322,16349,7081,12548,3250,1978,4802,2167,1416,2011
"Fort Wayne, IN Metro Area",180639,4156,17382,30780,35496,40072,14709,17321,4555,4069,6757,2825,2517,2011
"Frankfort, KY Micro Area",30762,2211,3026,5910,5344,5149,1048,2789,746,1159,1974,1262,144,2011
"Fresno, CA Metro Area",328933,8762,33455,49793,83117,55283,16550,40735,4454,6046,14953,10144,5641,2011
"Gadsden, AL Metro Area",37410,571,3597,7049,9038,5348,1332,3376,438,944,2231,2689,797,2011
"Gainesville, FL Metro Area",113789,3039,12600,20420,25674,19545,6301,13216,2278,1271,4983,3140,1322,2011
"Gainesville, GA Metro Area",74458,1208,6174,10762,11892,13093,5146,8537,2582,2862,5811,4856,1535,2011
"Galesburg, IL Micro Area",28640,1652,7030,5079,4869,3270,1452,1430,274,574,1155,1418,437,2011
"Gallup, NM Micro Area",18885,2312,2964,3676,3008,2215,282,1877,53,310,888,766,534,2011
"Gettysburg, PA Micro Area",47258,2043,5271,7109,6579,5934,2654,5716,1569,2059,3316,3111,1897,2011
"Glens Falls, NY Metro Area",54914,2738,8600,8840,7587,6937,2647,5671,1149,2142,4646,2722,1235,2011
"Goldsboro, NC Metro Area",52384,3141,6496,8083,10403,8025,4980,4843,840,1066,1796,1334,1377,2011
"Grand Forks, ND-MN Metro Area",50036,5478,11198,13629,9133,3384,1373,2756,333,457,1148,750,397,2011
"Grand Island, NE Micro Area",35333,2378,6721,10451,6528,3871,941,2363,444,285,999,219,133,2011
"Grand Junction, CO Metro Area",64102,2594,9403,14803,11952,9038,3163,3297,693,982,1825,3431,2921,2011
"Grand Rapids-Wyoming, MI Metro Area",337527,12170,36593,57451,62621,57759,22922,35441,8620,12241,16439,9599,5671,2011
"Grants Pass, OR Micro Area",24565,1431,4132,7186,4370,2080,960,1272,353,898,1108,396,379,2011
"Great Falls, MT Metro Area",37752,927,6108,10642,9176,5066,1561,2574,191,195,735,313,264,2011
"Greeley, CO Metro Area",111574,3988,14433,14628,18613,15131,8326,10324,2414,4411,8081,7211,4014,2011
"Green Bay, WI Metro Area",149852,6355,20836,31321,28483,23980,9562,12950,3745,2611,5585,2604,1820,2011
"Greeneville, TN Micro Area",26544,836,3898,5075,3945,4435,1500,3444,308,775,1354,664,310,2011
"Greensboro-High Point, NC Metro Area",308115,7639,30407,54730,60566,49388,24402,41336,6438,6549,14218,6224,6218,2011
"Greenville, NC Metro Area",80913,3381,8878,15094,17678,10172,4931,8687,1606,2793,3470,2988,1235,2011
"Greenville-Mauldin-Easley, SC Metro Area",269071,7806,26414,46272,49088,49084,19573,34488,4443,8124,14322,5355,4102,2011
"Greenwood, SC Micro Area",26044,749,2948,5141,5372,4466,979,1804,680,819,1033,1569,484,2011
"Guayama, PR Metro Area",20162,419,2330,5285,4159,1971,754,1733,243,934,542,1514,278,2011
"Gulfport-Biloxi, MS Metro Area",108713,4107,11451,21944,18417,16915,6249,15213,1455,2640,5175,2437,2710,2011
"Hagerstown-Martinsburg, MD-WV Metro Area",114979,2434,11872,17571,19217,13437,5727,12510,3484,3404,7623,9213,8487,2011
"Hammond, LA Micro Area",50020,2027,5513,6152,7189,5404,1586,7545,725,924,4511,5236,3208,2011
"Hanford-Corcoran, CA Metro Area",51563,2812,7541,12050,7982,5506,1955,5526,1269,1525,3280,1595,522,2011
"Harrisburg-Carlisle, PA Metro Area",256436,9255,27942,44599,49774,41631,15999,29193,5630,8427,13056,6430,4500,2011
"Harrisonburg, VA Metro Area",55641,3519,7369,13253,7663,9656,3031,5719,840,998,1805,368,1420,2011
"Hartford-West Hartford-East Hartford, CT Metro Area",559561,14665,59657,82589,88419,94851,44699,76958,18515,19732,33632,18609,7235,2011
"Hattiesburg, MS Metro Area",64174,5033,6510,9174,13886,8367,4406,7581,765,1474,2940,2367,1671,2011
"Helena, MT Micro Area",37372,1280,5671,8136,10915,5056,1173,2263,329,440,521,536,1052,2011
"Hickory-Lenoir-Morganton, NC Metro Area",144063,4107,15734,25510,27273,25796,6979,18135,2532,2938,8676,4328,2055,2011
"Hilo, HI Micro Area",70975,2313,12032,10961,9723,10308,2407,10163,1577,2347,3353,3096,2695,2011
"Hilton Head Island-Beaufort, SC Micro Area",75280,3331,8593,12553,13835,9408,4034,10205,3218,2525,3483,2202,1893,2011
"Hinesville-Fort Stewart, GA Metro Area",35597,2772,3527,7114,8817,4690,1809,3271,440,619,1167,1068,303,2011
"Hobbs, NM Micro Area",25777,1900,5019,6747,4226,2093,645,3431,189,378,391,524,234,2011
"Holland-Grand Haven, MI Metro Area",118466,6981,18565,16861,21548,16909,10491,14186,3268,2928,4354,1439,936,2011
"Homosassa Springs, FL Micro Area",40105,292,5366,5662,8681,6740,2127,4416,367,1838,1589,2406,621,2011
"Honolulu, HI Metro Area",448891,8139,32434,52251,64478,70114,22853,90075,10901,18979,38900,31009,8758,2011
"Hot Springs, AR Metro Area",37894,1506,5938,7226,7823,4608,1577,3476,414,341,1495,2306,1184,2011
"Houma-Bayou Cane-Thibodaux, LA Metro Area",88391,3505,11392,15545,14876,10051,6384,11379,2934,1245,4697,3625,2758,2011
"Houston-Sugar Land-Baytown, TX Metro Area",2683111,53724,180504,299143,376783,415402,169078,484109,82937,120985,266565,183239,50642,2011
"Huntington-Ashland, WV-KY-OH Metro Area",104597,5141,14037,16875,17388,15492,7571,11643,4509,1819,5585,3079,1458,2011
"Huntsville, AL Metro Area",188798,3687,18661,28464,35328,35704,11250,31987,4400,4967,9015,3223,2112,2011
"Huntsville, TX Micro Area",22899,1265,2584,3445,2243,3414,1638,2691,696,960,2206,1490,267,2011
"Hutchinson, KS Micro Area",27775,3115,4858,7788,4237,2655,611,1549,390,259,986,946,381,2011
"Idaho Falls, ID Metro Area",55225,2882,11514,12511,9323,7285,1509,3622,731,631,1697,2412,1108,2011
"Indiana, PA Micro Area",36539,2248,4656,6820,4868,4903,2073,4263,834,1720,1656,1583,915,2011
"Indianapolis-Carmel, IN Metro Area",796885,21972,68242,99062,116226,131095,62847,131965,30287,34067,64474,26826,9822,2011
"Iowa City, IA Metro Area",81721,3807,10466,18066,14903,13324,5792,8758,1201,1558,2206,1185,455,2011
"Ithaca, NY Metro Area",45020,2269,6873,8458,8036,8399,3986,2971,182,731,1536,1061,518,2011
"Jackson, MI Metro Area",60522,2370,6962,10616,10194,8996,3679,5493,1353,2893,4237,2511,1218,2011
"Jackson, MS Metro Area",228255,8218,16722,27483,44735,43837,19071,36993,7280,5513,10426,4488,3489,2011
"Jackson, TN Metro Area",43330,661,5363,10270,9746,5281,2291,4456,454,1022,1523,1277,986,2011
"Jacksonville, FL Metro Area",575618,8501,40561,71819,83138,109871,47157,100236,19810,24660,43641,21659,4565,2011
"Jacksonville, NC Metro Area",82092,4761,10465,11495,10997,12796,4626,9944,1819,2614,7429,4303,843,2011
"Jamestown-Dunkirk-Fredonia, NY Micro Area",54108,4516,11203,10792,10266,5701,2288,3602,803,721,2254,1097,865,2011
"Janesville, WI Metro Area",69927,3186,8399,11591,11211,9139,4877,7910,1547,3229,4892,2376,1570,2011
"Jefferson City, MO Metro Area",66623,3665,8146,15636,13009,7143,3187,7064,1946,2154,3500,697,476,2011
"Johnson City, TN Metro Area",80301,3363,9327,13267,14315,13626,7058,9480,2661,1269,3429,1410,1096,2011
"Johnstown, PA Metro Area",56253,2726,8139,10099,8186,7382,3429,5459,2004,2217,3668,1698,1246,2011
"Jonesboro, AR Metro Area",46173,3761,9209,12270,6164,5349,1462,4201,615,363,883,1109,787,2011
"Joplin, MO Metro Area",74939,4218,11695,16037,13373,11591,4496,6267,1042,1178,3020,1073,949,2011
"Kahului-Wailuku, HI Micro Area",71081,3596,10837,14404,10692,8452,3149,7988,1351,1318,5419,2731,1144,2011
"Kalamazoo-Portage, MI Metro Area",140092,5979,15995,25069,27307,23664,9190,14292,3350,2593,5680,4100,2873,2011
"Kalispell, MT Micro Area",38510,1717,5708,8593,5424,6569,1822,4158,768,940,589,733,1489,2011
"Kankakee-Bradley, IL Metro Area",44362,2642,6117,7773,6333,6113,2168,3523,463,1091,4071,2496,1572,2011
"Kansas City, MO-KS Metro Area",938304,25839,102271,128473,163966,161309,69321,134652,29811,30485,56007,24112,12058,2011
"Kapaa, HI Micro Area",29458,1234,5224,4629,4695,3092,1057,4854,495,427,2611,1005,135,2011
"Keene, NH Micro Area",35579,1111,6914,5541,5915,5013,2016,4034,1044,700,1448,913,930,2011
"Kennewick-Pasco-Richland, WA Metro Area",105091,3487,12766,16426,23237,16669,6353,7517,2669,2475,7082,4234,2176,2011
"Key West, FL Micro Area",34702,1044,8070,8449,5213,3260,1468,2480,200,468,2641,799,610,2011
"Killeen-Temple-Fort Hood, TX Metro Area",167925,8951,22952,35654,32581,25008,8720,15567,2242,3466,6975,3374,2435,2011
"Kingsport-Bristol-Bristol, TN-VA Metro Area",122658,4179,12752,21057,23397,17798,8269,13409,4281,2912,7754,4550,2300,2011
"Kingston, NY Metro Area",77168,3976,9968,10726,12167,8220,5546,6962,2479,3250,6646,3789,3439,2011
"Klamath Falls, OR Micro Area",21810,1772,4373,5444,3828,2218,447,558,283,534,1031,877,445,2011
"Knoxville, TN Metro Area",312068,5653,24969,52735,58200,57146,23982,44947,7422,10065,14418,8633,3898,2011
"Kokomo, IN Metro Area",41569,2728,6752,7776,7509,5375,1183,2323,184,445,3158,2717,1419,2011
"La Crosse, WI-MN Metro Area",68227,2976,10173,13660,13266,12307,3763,6274,943,942,1776,1340,807,2011
"Lafayette, IN Metro Area",90729,3972,12212,19566,20126,13590,5208,7248,1450,798,3152,2424,983,2011
"Lafayette, LA Metro Area",127735,4582,14130,25856,24974,18954,7057,15766,1766,2602,4627,3919,3502,2011
"LaGrange, GA Micro Area",26531,362,3230,5490,5881,4611,1327,2418,169,396,1459,905,283,2011
"Lake Charles, LA Metro Area",82409,3739,10247,15148,16728,14553,4404,8402,955,1194,3068,2058,1913,2011
"Lake City, FL Micro Area",21748,762,3305,4010,5103,2553,1206,1795,176,462,1357,615,404,2011
"Lake Havasu City-Kingman, AZ Metro Area",65919,3380,10768,15217,12040,7256,2558,5752,323,1688,2079,2660,2198,2011
"Lakeland-Winter Haven, FL Metro Area",215315,5672,18029,27388,38374,34273,16049,28391,3597,9200,18583,9226,6533,2011
"Lancaster, PA Metro Area",238267,10457,28179,40303,37252,40596,15286,25120,6429,8605,11707,9182,5151,2011
"Lancaster, SC Micro Area",30722,946,2161,4828,4204,5364,1504,3983,1196,1062,3650,1484,340,2011
"Lansing-East Lansing, MI Metro Area",199863,7117,20733,37921,43685,33137,12277,19591,4237,3963,7940,5775,3487,2011
"Laredo, TX Metro Area",88830,560,8114,17172,20536,16636,2467,12363,1501,3169,2489,2082,1741,2011
"Las Cruces, NM Metro Area",83035,1990,11418,16792,16835,12213,4978,8776,1152,1868,3735,2282,996,2011
"Las Vegas-Paradise, NV Metro Area",837645,12655,56948,95118,145806,174644,66561,161938,25088,23541,37992,20750,16604,2011
"Laurel, MS Micro Area",32676,1745,4318,4927,7658,3712,1083,5152,817,308,1306,1128,522,2011
"Lawrence, KS Metro Area",58837,2729,10201,12685,11913,4755,2515,4505,2008,1115,3673,2199,539,2011
"Lawton, OK Metro Area",55486,2665,8558,12808,12143,8280,2999,4378,507,824,1043,620,661,2011
"Lebanon, NH-VT Micro Area",79221,4738,13568,9733,10329,10497,5687,9731,1916,2714,5485,3662,1161,2011
"Lebanon, PA Metro Area",60720,3073,7060,9048,10519,8690,3761,6765,1729,2726,4207,1867,1275,2011
"Lewiston, ID-WA Metro Area",25985,1837,5145,7352,5248,2657,528,814,220,187,1108,412,477,2011
"Lewiston-Auburn, ME Metro Area",47892,2907,6589,7635,7629,7307,2322,4143,876,2011,4105,1592,776,2011
"Lexington-Fayette, KY Metro Area",219962,7663,22012,39730,44946,38192,15832,26577,3582,5106,8398,5059,2865,2011
"Lexington Park, MD Micro Area",51888,1748,5328,7674,8397,7352,3056,7767,931,1703,2144,2922,2866,2011
"Lima, OH Metro Area",43871,2050,6969,9490,7239,7089,3386,3562,880,579,1247,898,482,2011
"Lincoln, NE Metro Area",156611,5073,21128,33793,36032,26318,10313,12510,966,1527,4764,2138,2049,2011
"Lincolnton, NC Micro Area",34322,1192,2479,3979,4754,3346,2022,5239,1351,1320,5338,1686,1616,2011
"Little Rock-North Little Rock-Conway, AR Metro Area",316719,9723,31143,52942,54742,57355,19300,43941,7657,9035,19506,7691,3684,2011
"Logan, UT-ID Metro Area",54864,4668,10533,14431,9656,6118,1980,2590,407,831,1460,1247,943,2011
"Longview, TX Metro Area",91147,3876,13451,14294,14704,11991,4927,11366,1996,2578,3407,5617,2940,2011
"Longview, WA Metro Area",35862,875,4522,6968,6030,4032,1009,4682,769,677,2436,2539,1323,2011
"Los Angeles-Long Beach-Santa Ana, CA Metro Area",5428907,80029,383040,663072,765006,811209,289427,959397,140327,250100,488974,433597,164729,2011
"Louisville/Jefferson County, KY-IN Metro Area",569135,12112,46377,76688,92806,110733,49131,83766,15973,19926,31838,20659,9126,2011
"Lubbock, TX Metro Area",136428,7345,19805,35518,36866,18030,3661,8898,761,954,2412,976,1202,2011
"Lufkin, TX Micro Area",34757,865,7131,8617,8749,2728,1414,3350,303,257,744,102,497,2011
"Lumberton, NC Micro Area",46031,1553,5026,6111,7641,8653,2783,7707,921,509,2690,1987,450,2011
"Lynchburg, VA Metro Area",108637,3995,10617,16797,21601,16898,8338,12331,3133,2905,6611,3486,1925,2011
"Macon, GA Metro Area",84135,1993,7639,14059,16725,17737,4523,9499,2137,2203,3855,1693,2072,2011
"Madera-Chowchilla, CA Metro Area",38971,993,5358,6622,6408,4348,1137,6742,1202,776,2409,1247,1729,2011
"Madison, WI Metro Area",297253,12672,32197,48560,51685,49836,22142,37848,8275,7794,14500,8630,3114,2011
"Manchester-Nashua, NH Metro Area",191725,3782,16949,28108,28165,25890,16008,23664,5696,7886,16310,13920,5347,2011
"Manhattan, KS Metro Area",59452,2877,9296,13805,11515,10067,2803,4646,666,967,1246,915,649,2011
"Manitowoc, WI Micro Area",39882,2334,6593,8783,6227,5296,2090,3454,1063,998,1852,789,403,2011
"Mankato-North Mankato, MN Metro Area",51558,3194,11111,13071,8992,6179,2318,2407,435,1024,853,1121,853,2011
"Mansfield, OH Metro Area",50480,1538,7511,10656,9059,8849,2920,3966,914,495,1606,1823,1143,2011
"Marinette, WI-MI Micro Area",27274,2282,5308,5745,3562,3561,947,1595,712,395,1214,1140,813,2011
"Marion, IN Micro Area",25343,1208,5580,5319,3844,2806,1103,2181,147,52,1617,951,535,2011
"Marion, OH Micro Area",23709,318,2977,3949,3780,3462,849,1819,912,516,3019,1705,403,2011
"Marion-Herrin, IL Micro Area",28283,936,3041,5779,5874,4702,1830,3169,313,787,948,549,355,2011
"Marquette, MI Micro Area",27678,1976,8197,4790,3444,3284,1262,2773,241,249,531,639,292,2011
"Marshall, TX Micro Area",27730,682,4170,5545,6533,3080,1537,2241,379,604,1274,509,1176,2011
"Marshfield-Wisconsin Rapids, WI Micro Area",33439,1307,8431,7954,4187,3863,1281,2626,852,459,1446,582,451,2011
"Martinsville, VA Micro Area",26131,1274,2626,4451,5436,4285,1166,2480,357,541,1724,1236,555,2011
"Mayag?ez, PR Metro Area",25056,409,2198,4941,5497,3398,1641,3668,231,659,1247,652,515,2011
"McAllen-Edinburg-Mission, TX Metro Area",266603,8557,26941,44161,61388,44079,16385,39010,2783,4357,8257,4067,6618,2011
"Meadville, PA Micro Area",35036,2517,6056,5112,5737,5095,1902,2947,595,1098,1919,1214,844,2011
"Medford, OR Metro Area",73916,3521,10143,12899,15906,10380,6736,6648,1532,1819,1761,1472,1099,2011
"Memphis, TN-MS-AR Metro Area",558744,12498,51579,76327,84867,99471,42801,92012,14919,20319,40894,16429,6628,2011
"Merced, CA Metro Area",87157,4399,11853,17627,12857,11458,3289,7210,1215,1981,5976,4780,4512,2011
"Meridian, MS Micro Area",40825,865,4497,8054,8662,7047,3081,4561,7,417,1393,581,1660,2011
"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",2395786,36366,149178,269378,327672,401468,173394,451196,77535,118080,207759,136906,46854,2011
"Michigan City-La Porte, IN Metro Area",44188,1682,5935,9143,7191,4798,2174,4911,760,1556,2523,2758,757,2011
"Midland, MI Micro Area",34383,1234,4250,7297,7129,4866,1905,3695,663,839,1570,422,513,2011
"Midland, TX Metro Area",65060,1677,10732,14703,15404,7525,1808,5832,810,1117,1719,1590,2143,2011
"Milwaukee-Waukesha-West Allis, WI Metro Area",707464,18309,67410,105933,117659,127437,57472,97871,22067,23439,41686,19601,8580,2011
"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",1618675,36194,136562,210423,251026,271163,132084,247631,54072,74060,121357,63783,20320,2011
"Minot, ND Micro Area",37358,2757,9150,8403,6256,4135,963,2305,268,307,703,1166,945,2011
"Missoula, MT Metro Area",53137,2956,9875,14078,9625,7153,2234,3881,969,509,639,948,270,2011
"Mobile, AL Metro Area",161186,2348,14180,21671,31465,29324,9715,24424,4183,4389,14361,2895,2231,2011
"Modesto, CA Metro Area",186122,6547,25042,31213,28536,24604,9184,21002,3266,4487,10443,9414,12384,2011
"Monroe, LA Metro Area",71347,1306,9234,14854,15669,9995,3585,9874,1013,849,2090,1501,1377,2011
"Monroe, MI Metro Area",62967,2330,5205,9094,10271,9402,4204,9242,2569,2234,5206,2126,1084,2011
"Montgomery, AL Metro Area",153217,2805,15225,24632,32685,26558,11211,20548,3639,2226,7651,4707,1330,2011
"Morehead City, NC Micro Area",27706,1522,4455,4516,5163,3413,1655,1558,1308,1037,1796,422,861,2011
"Morgantown, WV Metro Area",54742,2566,5029,8943,10569,9137,2405,6698,908,1701,4412,1301,1073,2011
"Morristown, TN Metro Area",54399,2624,5829,7326,9302,8126,3554,5743,1485,1186,6166,2225,833,2011
"Moses Lake, WA Micro Area",35415,3811,6473,6490,4984,3367,726,5567,399,801,1129,1188,480,2011
"Mount Airy, NC Micro Area",29928,1116,3186,6690,4305,5007,1634,2173,1100,534,1799,1446,938,2011
"Mount Pleasant, MI Micro Area",29123,2654,7863,5809,4707,2527,767,1700,514,698,744,679,461,2011
"Mount Vernon-Anacortes, WA Metro Area",46779,2920,7416,6831,7203,5643,3659,3755,981,1595,3291,2658,827,2011
"Muncie, IN Metro Area",45612,2292,8587,9203,7895,6143,2022,3038,473,469,2492,1893,1105,2011
"Muskegon-Norton Shores, MI Metro Area",61664,2145,8101,11499,12064,9871,4079,4600,1348,1417,3889,1754,897,2011
"Muskogee, OK Micro Area",23809,768,2990,5306,4812,2487,1207,2319,351,358,1374,1327,510,2011
"Myrtle Beach-North Myrtle Beach-Conway, SC Metro Area",118761,3653,11325,20988,23204,24434,6302,15112,2376,5387,3530,1380,1070,2011
"Nacogdoches, TX Micro Area",25318,2371,5016,5368,3734,3198,947,1528,215,735,1255,774,177,2011
"Napa, CA Metro Area",59547,2504,8478,13163,8086,6423,2379,7544,845,2874,2363,3516,1372,2011
"Naples-Marco Island, FL Metro Area",125677,3648,11338,17789,24014,21142,7110,18838,4352,4523,8079,2612,2232,2011
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",728071,14555,64137,87867,107019,110220,53656,121097,25242,31101,68910,32528,11739,2011
"New Bern, NC Micro Area",51787,1889,7980,8911,9882,6495,3037,5655,1359,955,3956,892,776,2011
"New Castle, PA Micro Area",37447,2006,5990,6633,5481,4239,2141,3310,1029,1432,3013,1750,423,2011
"New Haven-Milford, CT Metro Area",393600,12528,39789,58206,65179,62059,27792,52764,9027,15744,25404,15741,9367,2011
"New Iberia, LA Micro Area",30617,1169,5313,6099,6078,3296,840,4039,137,969,1141,621,915,2011
"New Orleans-Metairie-Kenner, LA Metro Area",519336,14154,43648,78638,91941,77965,30182,75030,13499,15256,39143,28650,11230,2011
"New Philadelphia-Dover, OH Micro Area",40633,2132,6448,6243,7729,5310,2542,3376,859,2167,2013,1268,546,2011
"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",8296382,151029,503959,794567,858284,983325,412862,1284613,236402,454635,955328,1160752,500626,2011
"Niles-Benton Harbor, MI Metro Area",62214,2042,9463,11767,11357,10897,3768,5977,1164,1719,2145,744,1171,2011
"North Port-Bradenton-Sarasota, FL Metro Area",258401,6821,23559,37449,51550,45217,15902,41809,5592,7246,12891,7600,2765,2011
"North Wilkesboro, NC Micro Area",22927,581,2235,3762,4400,3764,1804,1358,337,1207,1373,939,1167,2011
"Norwich-New London, CT Metro Area",126676,4476,13098,19946,20090,21677,10741,14484,2654,3846,7368,6099,2197,2011
"Oak Harbor, WA Micro Area",33058,1002,5543,6366,5095,2778,381,2408,798,989,2795,2632,2271,2011
"Ocala, FL Metro Area",107004,1141,12748,12097,17107,15474,8317,19633,2991,3984,6585,3492,3435,2011
"Ocean City, NJ Metro Area",40443,2897,5106,6320,8720,5649,2076,2943,586,1011,2111,1635,1389,2011
"Odessa, TX Metro Area",62304,2046,8343,12982,16900,7831,2522,4271,1129,933,1514,1089,2744,2011
"Ogden-Clearfield, UT Metro Area",238561,9360,28565,37146,43556,40673,14484,27846,6114,6569,12153,8759,3336,2011
"Ogdensburg-Massena, NY Micro Area",42059,3914,8504,6599,6496,4596,2256,3408,505,1273,2111,1139,1258,2011
"Oklahoma City, OK Metro Area",574523,19512,65206,83675,105191,99999,40055,85650,13037,14960,26531,12846,7861,2011
"Olean, NY Micro Area",32159,4138,4437,5136,3951,4182,1621,2532,844,841,2263,1225,989,2011
"Olympia, WA Metro Area",112213,2544,11687,17884,20027,18847,8494,12019,3050,3754,7733,4060,2114,2011
"Omaha-Council Bluffs, NE-IA Metro Area",424852,15282,48759,71125,86867,80401,32336,47904,7674,9515,13198,6957,4834,2011
"Opelousas-Eunice, LA Micro Area",30429,1494,5463,4850,3948,3317,1121,3647,342,1167,1463,1871,1746,2011
"Orangeburg, SC Micro Area",33049,871,3708,7655,4243,3876,1421,3610,821,1191,3370,1966,317,2011
"Orlando-Kissimmee-Sanford, FL Metro Area",950262,13589,57862,116025,151542,157593,68622,154786,35196,41619,95537,38600,19291,2011
"Oshkosh-Neenah, WI Metro Area",78408,2345,11171,18022,15455,11646,5409,6894,2168,975,1509,1335,1479,2011
"Ottawa-Streator, IL Micro Area",68115,5008,11776,10428,10363,7662,3933,5425,1380,2264,4105,4200,1571,2011
"Owensboro, KY Metro Area",49619,1965,7902,12856,9943,5399,2046,3498,1491,1071,1854,937,657,2011
"Owosso, MI Micro Area",27173,1023,4268,3886,2087,2312,1756,3607,1044,1552,2813,1936,889,2011
"Oxnard-Thousand Oaks-Ventura, CA Metro Area",360226,12427,44449,50721,59608,48962,18599,48144,7421,13918,26614,20530,8833,2011
"Paducah, KY-IL Micro Area",40957,2628,7075,5914,7937,5412,2691,5409,320,495,2059,878,139,2011
"Palatka, FL Micro Area",21176,1006,3175,3320,3003,2068,1086,1543,544,691,2256,1782,702,2011
"Palm Bay-Melbourne-Titusville, FL Metro Area",212083,4918,20065,31150,36128,37425,18275,27039,4892,7226,10877,8072,6016,2011
"Palm Coast, FL Metro Area",33373,2000,1270,6676,4799,2981,3258,2516,1822,1355,3427,2993,276,2011
"Panama City-Lynn Haven-Panama City Beach, FL Metro Area",75626,2686,14174,13393,11997,12972,4757,8808,763,1020,2480,1697,879,2011
"Parkersburg-Marietta-Vienna, WV-OH Metro Area",63586,2535,9302,9805,11357,11044,2944,6428,1772,2164,2835,2061,1339,2011
"Pascagoula, MS Metro Area",64728,2969,7489,10566,9360,7721,3634,9924,2811,1956,4498,2464,1336,2011
"Pendleton-Hermiston, OR Micro Area",35987,3170,6487,7088,7082,3787,2090,3404,411,389,1184,466,429,2011
"Pensacola-Ferry Pass-Brent, FL Metro Area",186361,6622,15753,29042,34551,38011,12193,22659,4190,5332,8608,5866,3534,2011
"Peoria, IL Metro Area",167484,8660,20199,28182,29420,31077,15014,17464,3282,3398,5771,2962,2055,2011
